IU Barcode,MDPI Barcode,Title(s) on Media,Series Title(s),Series Part(s),Country(s) of Origin,Title(s) Summary,Title(s) Original Identifiers,Title(s) Publishers,Title(s) Creators,Title(s) Genres,Title(s) Forms,Title(s) Dates,Title(s) Locations,Title(s) Notes,Title(s) Subject,Title(s) Name Authority,IUCat Title Control Number(s),Catalog Key(s),Alternative Title(s),Media Type,Medium,Version,Unit,Collection,Gauge,Generation,Generation Notes,Can Size,Footage,Duration,Reel Dates,Base,Stock,Original Identifiers,Reel Number,Multiple Items in Can,Picture Type,Frame Rate,Color,Aspect Ratio,Anamorphic,Sound,Captions/Subtitles,Format Type,Content Type,Sound Field,Track Count,Languages,Format Notes,Accompanying Documentation,Accompanying Documentation Location,Overall Condition,Condition Notes,Research Value,Research Value Notes,AD Strip,Shrinkage,Mold,Conditions,Missing Footage,Miscellaneous,Conservation Actions
30000157700505,,First National Bank Cut,"","","","Silent shots of First National Bank of Elkhard, IN","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157579180,,Fort Wayne UF: If You Knew Susie,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recored ; leader added; rehoused
30000157597349,,St. Joe Bank & Trust/ Free Checking TV,"","","","","","Frink Film Studio [TBD], St. Joe Bank & Trust [TBD]","","","","","","","","","","","",Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"","","",,,,"","",,"",No,"","","","","","","","","","",,,"",Original film box with Frink Film Studio label.,"Box 12, Folder 117","","","","",0.5,,"",,"","",rehoused
30000157700646,,Gilbert's Telephone Linder,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700653,,Gilbert's: Flip Cards,"","","",Same as: 30000157700653 ; incomplete | Same as 30000157700687,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700661,,Gilbert's: Homer Heavy cartoon,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700331,,Gilbert's: Joe Boland Fall,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused ; recored
30000157700679,,Gilbert's: Joe Boland Spring,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157598107,,Goshen Furniture,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,"rehoused
"
30000157700620,,Gov. Craig,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700612,,Judd's Drug Store,"","","","","",Frink Film Studio [TBD],"","","",1954/03/05 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000149805370,,Kline Iron,"","","","","","","","","",1905/05/20 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000157700380,,Kwik Seal,"","","","Longer spot showing housewife using Qwik Seal and narrator warns us of Danger Lines on our tub. Send a dollar to your local station and they will send you Qwik Seal and ""33""","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700414,,Marble Race,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157597414,,Marble Race: Children party,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000157597422,,Marble Race: Father,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000157597430,,Marble Race: Teen Agers,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000157579164,,Martin of Michigan,"","","","Political ad for John B. Martin, running for Secretary of State, from Michigan.","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Rehoused ; recored
30000157597448,,Merriplay: Swings,"","","","","","Frink Film Studio [TBD], Goshen Mfg Co [TBD]","","","",1954/03/05 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Rehoused ; recored
30000157597372,,Michael J. Leo: Travel skirts,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000157597364,,Michel J Leo: Skirts,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000157579172,,Michigan Bakery: Range Riders,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000157700943,,Miles Aztec Bunny Cut BW,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157702113,,Miles Drug Store [One-A-Day],"","","","A pharmacist tries to sell a man off-brand vitamins, but he will only accept One-A-Day, and gives the four reasons why. ","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700919,,Miles Easter Bunny (2) and Puppet Bunny,"","","",BW hats and easter lillies,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000149809349,,Miles Fight for Space,"","","","","",Frink Film Studio [TBD],"","","",1968/12/15 [TBD],"",original,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000157700885,,Miles Puppet Bunny,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700935,,Miles Tennis [Alkaselzter],"","","","A Woman almost has to cancel her tennis date, but now she can say 'this is the life'!","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157598297,,"Miles Thurston
 (Alkalkaseltzer)","","","",A woman's Wellfare Fashion show is almost ruined by her pesky headachy-- luckily there's alkaseltzer ; same as 30000157700745 ; 30000157700760,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157701008,,Miles Truck Driver,"","","","A truck driver has long tiresome hours, but is relieved by AlkaSeltzer. Same as 30000157701008 ; 30000157701016 ; 30000157701024 | A truck driver has long tiresome hours, but is relieved by AlkaSeltzer. Same as 30000157701008 ; 30000157701016 ; 30000157701024 | Leader only ; title handwritten on leader. Part of box of fragments. | A truck driver has long tiresome hours, but is relieved by AlkaSeltzer. Same as 30000157701008 ; 30000157701016 ; 30000157701024","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700810,,Alka Seltzer: Wolf Whistle,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700901,,Miles: Easter + Hats,"","","","BW, with a 5 second clip of easter lillies in color. BW easter lillies and flying hats","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,Black & White,"",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157702121,,Miles: Germ Linder,"","","",A scientist tells a little girl about research and how Bactine can prevent Benny the Bacteria from being a villian,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700893,,Miles: House wife [Alkaseltzer],"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700844,,Miles: Puppet open,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700950,,Miles: Silouhette [Alkaseltzer],"","","",A silouhetted man has eaten too much and gets indigestion. He drinks clear alkaselzter and feels better,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157702139,,Miles: Song audition [Sweetheart],"","","","Same as: 30000157702139 ; 30000157700372 | Sweetheart song, I will remember ;  from spreadsheet, ""same date as: 30000157702139 ; 30000157700372 , Bosch Baums Sing Cut""","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157579248,,NROG Cartoon,"","","","Part-cartoon, part live- overview of the Shurefine store, promoting a Shurefine family. ","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157598438,,O'Brien Eggshell Paint [Alternate],"","","","Moisture escapes when you take showers, and such, so you need O'Brein's Eggshell paint ;without risque shot of a naked lady bathing.","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,Revised,"Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157598420,,O'Brien Exterior 75 house,"","","",America's Whitest White Paint. ,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157598412,,O'Brien Liquid Velvet rocket,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157598404,,O'Brien's Eggshell Paint,"","","","Moisture escapes when you take showers, and such, so you need O'Brein's Eggshell paint ; includes a risque shot of a naked lady bathing. ","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000157579230,,One-A-Day: Drug Store,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000149809323,,Pilgrim Farm,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Edited, Camera Original",,400,,,,"","",,,No,Silent,,Color,"",,Silent,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000157596903,,Power Glo: New Car,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157596911,,Power Glo: Test Car,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157596895,,Red Brand Fence,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000157596945,,Remington Electric Razor,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000157596960,,Riverside Motors Olds,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157598362,,Robinson Cookies,"","","",A housewife explains the ease of ice-box cookies | A housewife explains the ease of ice-box cookies,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157598370,,Robinson Cookies,"","","",A housewife explains the ease of ice-box cookies | A housewife explains the ease of ice-box cookies,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157598396,,Robinson Cookies [10 sec],"","","",A 10 second version in which a housewife explains the ease of Robinson cookies,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused ; recored
30000157598388,,Robinson Cookies [20 sec],"","","",20 second version of housewife explaining ease of cookies,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157579289,,Spartan Stores: Buy Two cartoon,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000157579297,,Spartan: Shurfine coffee cartoon-prof,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700133,,St Julian Wine Almond,"","","",Creme d'or ; Complete set: 30000157700133 (#2) ; 30000157700141 (#3) ; 30000157700158 (#4) ; 30000157700166 (#5) | Creme d'or ; Complete set: 30000157700133 (#2) ; 30000157700141 (#3) ; 30000157700158 (#4) ; 30000157700166 (#5) | Creme d'or ; Complete set: 30000157700133 (#2) ; 30000157700141 (#3) ; 30000157700158 (#4) ; 30000157700166 (#5),"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused ; recored
30000157700182,,St. Julian Wine Closing,"","","",Same as 30000157700083 ; 30000157700109 ,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000157599428,,St. Julian Wine: Kosher,"","","",Same as 30000157599428 | Same as 30000157599402,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused ; recored
30000157700125,,St. Julian Wine: Opening,"","","",Same as 30000157700125 ; 30000157700174 | Same as 30000157700117 ; 30000157700174,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157599436,,St. Julian Wine: Sherryovo,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157597356,,Strahan Baby Bed,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000157700448,,Swanson Cookies,"","","",Same as 30000157700448 | Same as 30000157700455,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157596978,,Swanson cookies: Stop-motion cartoon--3 films,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000157596952,,Three Rivers Furs,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000149820320,,Tom Sawyer and Becky Sharp,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,A Roll,,400,,,,"","",FFS-AA1148,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149820338,,Tom Sawyer and Becky Sharp,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,A Roll,,400,,,,"","",FFS-AA1148,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000157700539,,United Front OP[eration] 32 First Titles,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700398,,United Front OP[eration] 32: Cancer,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700406,,"United Front OP[eration] 32: Children
","","","",Children dispenser with playground scenes,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700349,,United Front OP[eration] 32: Dispenser,"","","",Children dispenser with hospital scenes,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700521,,United Fund OP[eration] 32,"","","",Description of the social services funded by the united fund. ,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700513,,United Fund OP[eration] 32: Boy Scouts of America,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157700547,,United Fund OP[eration] 32: Goodwill,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000149805263,,Untitled Reel,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in can
30000149806246,,Untitled Reel,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Placed in Can
30000149809331,,Untitled Reel,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,400,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Placed in can
30000157701941,,White Rose Gas: The Scientist/ [Alternate],"","","","Seems to be all of the scientist footage spliced together, with some White Rose logos","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
30000157701917,,White Rose: Zoom,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,
